Customer_ID,Age,Employment_Status,Income_USD,Credit_Score,Total_BNPL_Active_Loans,Total_BNPL_Debt_USD,Late_Payment_History,Shopping_Category_Most_Frequent,Average_Transaction_Value_USD
C05436,26,Employed,40750.0,769.0,3,498,Yes,Home/Furniture,345
C05437,29,Employed,56530.0,668.0,1,163,No,Electronics,509
C05438,22,Freelancer,74342.0,780.0,1,50,Yes,Home/Furniture,441
C05439,28,Student,14346.0,,3,460,No,Electronics,162
C05440,23,Freelancer,6043.0,671.0,3,371,No,Fashion,83
C05441,19,Freelancer,26077.0,775.0,1,138,No,Fashion,72
C05442,22,Employed,84740.0,755.0,2,373,No,Fashion,169
C05443,19,Student,15838.0,709.0,2,260,No,Electronics,448
C05444,26,Unemployed,20215.0,417.0,2,192,Yes,Groceries/Essentials,48
C05445,18,Employed,43596.0,661.0,2,352,No,Fashion,108
C05446,63,Employed,56605.0,716.0,1,214,No,Fashion,125
C05447,31,Employed,55623.0,670.0,4,405,No,Fashion,116
C05448,28,Employed,56931.0,678.0,2,391,No,Electronics,357
C05449,46,Employed,55284.0,644.0,1,234,No,Electronics,589
C05450,56,Freelancer,46457.0,,3,350,Yes,Fashion,172
C05451,58,Employed,79675.0,741.0,4,954,No,Fashion,96
C05452,41,Freelancer,66671.0,671.0,1,127,No,Fashion,156
C05453,53,Freelancer,67259.0,710.0,2,349,No,Fashion,127
C05454,38,Employed,94702.0,713.0,5,391,No,Travel,659
C05455,40,Employed,88425.0,695.0,4,960,No,Electronics,439
C05456,19,Freelancer,45236.0,565.0,2,203,Yes,Fashion,64
C05457,29,Employed,72354.0,793.0,6,813,No,Fashion,97
C05458,21,Employed,49714.0,686.0,1,162,No,Fashion,78
C05459,54,Student,12892.0,721.0,0,0,No,Fashion,41
C05460,43,Employed,70003.0,662.0,2,474,No,Fashion,123
C05461,24,Employed,64646.0,754.0,1,146,No,Electronics,310
C05462,23,Student,21171.0,725.0,2,212,No,Fashion,151
C05463,19,Student,24486.0,523.0,4,307,Yes,Fashion,54
C05464,24,Freelancer,58854.0,586.0,1,224,Yes,Electronics,560
C05465,25,Employed,28235.0,707.0,1,175,No,Fashion,112
C05466,41,Employed,86073.0,800.0,8,1113,No,Fashion,129
C05467,54,Employed,62941.0,715.0,1,139,No,Fashion,94
C05468,29,Freelancer,46820.0,631.0,1,125,No,Electronics,457
C05469,20,Freelancer,91574.0,609.0,1,218,No,Fashion,97
C05470,58,Freelancer,40763.0,710.0,1,131,No,Fashion,196
C05471,64,Student,5729.0,632.0,1,134,No,Fashion,92
C05472,60,Employed,99302.0,658.0,5,989,No,Fashion,66
C05473,57,Employed,75125.0,699.0,2,364,No,Electronics,566
C05474,20,Student,9672.0,608.0,2,157,Yes,Electronics,360
C05475,53,Student,21487.0,629.0,1,274,Yes,Home/Furniture,311
C05476,42,Employed,65507.0,761.0,0,0,No,Fashion,138
C05477,25,Employed,97659.0,742.0,2,328,No,Electronics,439
C05478,39,Employed,30540.0,703.0,2,351,No,Home/Furniture,265
C05479,50,Employed,65997.0,676.0,1,93,No,Fashion,148
C05480,54,Student,14140.0,585.0,4,530,Yes,Electronics,589
C05481,45,Employed,62344.0,666.0,2,278,No,Electronics,595
C05482,42,Student,21332.0,618.0,1,136,No,Fashion,167
C05483,52,Freelancer,44967.0,620.0,0,0,Yes,Travel,592
C05484,64,Employed,87739.0,726.0,2,419,No,Electronics,725
C05485,20,Freelancer,43036.0,711.0,5,521,No,Fashion,123
C05486,52,Employed,82569.0,763.0,9,1122,No,Home/Furniture,328
C05487,40,Employed,91118.0,684.0,2,260,No,Fashion,62
C05488,18,Employed,47048.0,727.0,1,184,No,Fashion,85
C05489,19,Employed,43672.0,624.0,1,124,No,Home/Furniture,376
C05490,61,Employed,63433.0,,1,115,Yes,Electronics,714
C05491,20,Employed,103533.0,782.0,1,254,No,Travel,1091
C05492,44,Employed,56494.0,647.0,5,675,No,Fashion,124
C05493,39,Employed,90483.0,759.0,2,211,No,Home/Furniture,426
C05494,46,Employed,79506.0,714.0,1,172,No,Fashion,92
C05495,21,Employed,67526.0,678.0,3,285,No,Travel,832
C05496,54,Student,15262.0,495.0,3,526,Yes,Fashion,111
C05497,22,Employed,61023.0,758.0,2,392,No,Fashion,88
C05498,31,Employed,48596.0,753.0,1,166,No,Home/Furniture,400
C05499,34,Freelancer,102651.0,674.0,0,0,No,Home/Furniture,493
C05500,20,Employed,55943.0,703.0,7,809,No,Electronics,610
C05501,36,Employed,68460.0,669.0,2,178,No,Groceries/Essentials,32
C05502,36,Student,22629.0,541.0,2,243,Yes,Fashion,100
C05503,50,Employed,93222.0,768.0,1,141,No,Fashion,171
C05504,19,Freelancer,107694.0,626.0,3,361,Yes,Fashion,69
C05505,29,Unemployed,9659.0,403.0,2,116,Yes,Electronics,731
C05506,59,Employed,50695.0,653.0,3,450,No,Fashion,115
C05507,30,Employed,108740.0,675.0,0,0,No,Home/Furniture,527
C05508,26,Student,14700.0,634.0,2,312,Yes,Fashion,155
C05509,23,Employed,72323.0,675.0,1,153,No,Electronics,984
C05510,48,Employed,36565.0,758.0,1,67,No,Home/Furniture,534
C05511,23,Employed,20993.0,652.0,1,133,Yes,Electronics,279
C05512,24,Student,7788.0,566.0,2,401,No,Travel,573
C05513,28,Student,,571.0,2,183,No,Electronics,390
C05514,25,Employed,75206.0,674.0,1,84,No,Fashion,30
C05515,38,Employed,76146.0,634.0,4,471,No,Travel,717
C05516,19,Student,15705.0,572.0,1,62,No,Fashion,34
C05517,35,Employed,60991.0,656.0,3,504,No,Fashion,93
C05518,47,Freelancer,50872.0,718.0,2,485,Yes,Travel,1007
C05519,39,Employed,55387.0,746.0,2,289,No,Travel,795
C05520,35,Student,10681.0,608.0,1,124,Yes,Travel,1138
C05521,31,Employed,89365.0,740.0,2,293,No,Electronics,616
C05522,23,Student,11412.0,597.0,1,152,Yes,Electronics,262
C05523,38,Student,25313.0,572.0,3,567,Yes,Groceries/Essentials,57
C05524,24,Freelancer,53203.0,643.0,2,239,Yes,Groceries/Essentials,79
C05525,23,Employed,66264.0,652.0,1,127,No,Fashion,93
C05526,18,Employed,86067.0,647.0,1,90,No,Electronics,293
C05527,46,Student,9044.0,669.0,5,803,No,Fashion,120
C05528,40,Unemployed,24439.0,449.0,1,229,Yes,Fashion,47
C05529,47,Student,13185.0,543.0,2,141,No,Travel,680
C05530,21,Employed,91136.0,671.0,1,159,No,Fashion,95
C05531,28,Freelancer,73834.0,706.0,1,69,Yes,Electronics,483
C05532,43,Freelancer,9111.0,562.0,1,235,Yes,Home/Furniture,349
C05533,18,Student,,641.0,4,475,Yes,Electronics,566
C05534,22,Student,10148.0,562.0,4,650,Yes,Groceries/Essentials,48
C05535,23,Employed,118444.0,603.0,2,412,Yes,Fashion,135
C05536,28,Employed,37469.0,708.0,2,210,Yes,Groceries/Essentials,38
C05537,37,Unemployed,5000.0,,3,474,No,Fashion,117
C05538,43,Employed,61790.0,675.0,0,0,No,Electronics,415
C05539,18,Employed,71757.0,765.0,1,155,No,Fashion,53
C05540,33,Employed,73016.0,693.0,4,611,No,Electronics,573
C05541,37,Employed,79411.0,722.0,1,214,No,Electronics,472
C05542,27,Student,7711.0,561.0,0,0,No,Fashion,84
C05543,24,Freelancer,25364.0,589.0,2,325,No,Fashion,230
C05544,19,Student,16338.0,575.0,1,55,No,Travel,723
C05545,30,Employed,65309.0,750.0,1,166,No,Home/Furniture,411
C05546,18,Employed,95850.0,684.0,4,680,No,Electronics,454
C05547,18,Employed,79238.0,698.0,2,396,No,Home/Furniture,468
C05548,23,Unemployed,9753.0,590.0,1,122,No,Fashion,12
C05549,36,Employed,67744.0,705.0,10,1879,Yes,Fashion,96
C05550,38,Employed,78403.0,623.0,3,392,No,Home/Furniture,534
C05551,27,Freelancer,69618.0,619.0,3,531,No,Fashion,56
C05552,24,Employed,41174.0,711.0,1,112,No,Electronics,653
C05553,32,Employed,67879.0,745.0,4,363,No,Travel,1193
C05554,56,Freelancer,12469.0,,2,382,No,Home/Furniture,357
C05555,55,Freelancer,78896.0,,1,193,No,Electronics,503
C05556,46,Employed,112196.0,706.0,4,488,No,Fashion,155
C05557,42,Student,21067.0,595.0,7,1111,Yes,Electronics,385
C05558,25,Employed,53569.0,721.0,0,0,Yes,Fashion,133
C05559,27,Student,21905.0,607.0,2,236,No,Fashion,99
C05560,18,Student,18799.0,657.0,0,0,No,Electronics,258
C05561,56,Freelancer,21710.0,585.0,2,323,No,Fashion,81
C05562,24,Student,17839.0,,1,177,Yes,Groceries/Essentials,56
C05563,22,Freelancer,68481.0,691.0,9,1452,No,Home/Furniture,229
C05564,19,Employed,34056.0,,2,417,No,Electronics,640
C05565,46,Employed,90385.0,745.0,4,797,No,Travel,564
C05566,43,Freelancer,84013.0,735.0,4,807,No,Travel,535
C05567,35,Employed,81503.0,632.0,3,443,Yes,Electronics,317
C05568,24,Student,21620.0,562.0,1,131,No,Electronics,615
C05569,53,Student,6340.0,649.0,2,366,No,Fashion,27
C05570,28,Freelancer,,626.0,1,138,Yes,Travel,1045
C05571,20,Freelancer,49688.0,688.0,1,81,No,Fashion,115
C05572,26,Student,8418.0,613.0,1,189,Yes,Fashion,125
C05573,19,Employed,83855.0,642.0,3,473,Yes,Fashion,123
C05574,22,Employed,73398.0,630.0,1,160,Yes,Fashion,112
C05575,35,Employed,62158.0,694.0,1,130,No,Fashion,56
C05576,22,Employed,63002.0,673.0,3,430,No,Fashion,85
C05577,24,Employed,54008.0,660.0,1,70,No,Fashion,91
C05578,20,Employed,52264.0,798.0,1,154,No,Electronics,387
C05579,22,Employed,44990.0,659.0,0,0,No,Fashion,74
C05580,20,Employed,49191.0,820.0,1,245,No,Home/Furniture,399
C05581,36,Freelancer,28895.0,547.0,3,703,No,Travel,839
C05582,40,Unemployed,30507.0,556.0,3,427,No,Travel,985
C05583,30,Employed,92303.0,705.0,6,1118,No,Fashion,43
C05584,19,Employed,47350.0,605.0,9,927,Yes,Travel,984
C05585,28,Student,13691.0,565.0,2,216,No,Travel,707
C05586,19,Student,21940.0,543.0,2,244,Yes,Electronics,363
C05587,30,Student,15734.0,601.0,0,0,Yes,Fashion,106
C05588,42,Student,17364.0,580.0,1,177,No,Fashion,118
C05589,23,Unemployed,5000.0,454.0,1,236,Yes,Fashion,41
C05590,41,Employed,46409.0,786.0,0,0,No,Travel,1157
C05591,26,Student,16740.0,579.0,7,1017,No,Groceries/Essentials,52
C05592,22,Employed,84829.0,726.0,0,0,No,Fashion,89
C05593,59,Employed,45933.0,664.0,1,177,No,Electronics,652
C05594,25,Employed,66658.0,725.0,1,101,No,Fashion,138
C05595,49,Employed,79437.0,617.0,1,80,Yes,Fashion,115
C05596,20,Employed,96004.0,672.0,2,370,Yes,Home/Furniture,309
C05597,25,Student,12971.0,540.0,2,227,Yes,Fashion,117
C05598,28,Student,8556.0,559.0,1,186,Yes,Fashion,89
C05599,21,Employed,97889.0,777.0,1,112,No,Electronics,518
C05600,18,Employed,49575.0,709.0,1,180,No,Home/Furniture,272
C05601,32,Employed,48127.0,733.0,1,135,No,Fashion,122
C05602,21,Employed,89480.0,723.0,1,193,No,Fashion,120
C05603,25,Unemployed,19235.0,612.0,1,145,No,Travel,778
C05604,30,Freelancer,89908.0,709.0,1,125,No,Fashion,106
C05605,49,Student,15397.0,682.0,3,533,No,Fashion,110
C05606,57,Employed,96930.0,630.0,1,42,Yes,Home/Furniture,454
C05607,62,Employed,79166.0,714.0,2,303,No,Electronics,718
C05608,29,Employed,88731.0,602.0,1,129,Yes,Travel,402
C05609,29,Employed,32091.0,797.0,3,572,No,Electronics,518
C05610,24,Employed,122601.0,680.0,3,346,No,Fashion,75
C05611,27,Employed,84399.0,675.0,2,327,No,Fashion,105
C05612,21,Freelancer,85468.0,644.0,2,352,Yes,Groceries/Essentials,80
C05613,41,Employed,86325.0,770.0,4,363,No,Fashion,109
C05614,22,Employed,83752.0,714.0,2,371,No,Electronics,445
C05615,19,Employed,86131.0,739.0,2,206,Yes,Fashion,98
C05616,43,Student,7679.0,654.0,7,907,No,Fashion,31
C05617,30,Employed,54771.0,737.0,0,0,No,Electronics,397
C05618,41,Employed,81849.0,700.0,5,361,No,Electronics,351
C05619,52,Employed,61486.0,813.0,1,199,No,Fashion,25
C05620,30,Employed,37754.0,710.0,1,138,No,Home/Furniture,287
C05621,22,Employed,71442.0,727.0,0,0,No,Groceries/Essentials,76
C05622,35,Student,13711.0,493.0,5,808,Yes,Electronics,427
C05623,19,Employed,58442.0,757.0,2,140,No,Travel,799
C05624,51,Employed,53102.0,560.0,1,110,No,Home/Furniture,523
C05625,18,Employed,73718.0,677.0,0,0,No,Fashion,104
C05626,34,Employed,72712.0,670.0,6,915,No,Fashion,54
C05627,21,Employed,59610.0,658.0,1,80,No,Electronics,473
C05628,32,Employed,64279.0,816.0,10,955,No,Groceries/Essentials,53
C05629,19,Employed,55665.0,683.0,2,445,No,Fashion,109
C05630,18,Employed,29346.0,754.0,3,493,Yes,Fashion,157
C05631,41,Employed,37582.0,661.0,1,150,No,Fashion,87
C05632,36,Employed,41901.0,707.0,1,125,No,Fashion,61
C05633,55,Freelancer,8651.0,563.0,2,381,No,Electronics,604
C05634,64,Student,7388.0,654.0,3,0,No,Electronics,416
C05635,44,Student,20516.0,556.0,1,126,No,Electronics,375
C05636,23,Employed,73586.0,734.0,3,386,No,Electronics,277
C05637,23,Student,7676.0,613.0,1,182,No,Electronics,320
C05638,50,Employed,57096.0,637.0,1,142,Yes,Travel,836
C05639,26,Employed,65130.0,639.0,2,455,Yes,Fashion,151
C05640,24,Employed,52839.0,692.0,3,375,No,Groceries/Essentials,45
C05641,54,Employed,54639.0,826.0,4,773,No,Fashion,48
C05642,22,Employed,62971.0,741.0,2,229,No,Electronics,527
C05643,50,Employed,73267.0,826.0,3,541,No,Fashion,97
C05644,31,Unemployed,8436.0,627.0,1,160,No,Groceries/Essentials,30
C05645,47,Student,20127.0,493.0,2,232,Yes,Electronics,413
C05646,34,Student,24184.0,521.0,1,138,No,Fashion,112
C05647,49,Employed,106711.0,812.0,7,1504,No,Electronics,362
C05648,30,Employed,56717.0,714.0,1,130,No,Electronics,558
C05649,38,Employed,65694.0,712.0,0,0,No,Fashion,76
C05650,24,Employed,74950.0,688.0,9,977,No,Electronics,550
C05651,54,Employed,75381.0,680.0,0,0,No,Electronics,646
C05652,31,Employed,72873.0,757.0,3,624,Yes,Fashion,217
C05653,58,Freelancer,30018.0,664.0,2,208,No,Electronics,449
C05654,41,Employed,61938.0,723.0,8,2102,No,Electronics,461
C05655,64,Employed,39018.0,672.0,1,137,No,Fashion,63
C05656,54,Freelancer,94982.0,714.0,2,535,Yes,Fashion,53
C05657,51,Employed,53671.0,768.0,0,0,Yes,Fashion,229
C05658,26,Employed,41376.0,660.0,1,130,Yes,Home/Furniture,361
C05659,32,Unemployed,6279.0,556.0,1,171,Yes,Electronics,636
C05660,42,Employed,71506.0,772.0,1,33,No,Fashion,17
C05661,27,Employed,77984.0,648.0,1,132,Yes,Electronics,584
C05662,54,Unemployed,5000.0,541.0,1,208,Yes,Fashion,148
C05663,24,Freelancer,64454.0,670.0,2,182,No,Fashion,148
C05664,28,Employed,82451.0,725.0,0,0,No,Fashion,134
C05665,36,Employed,88285.0,795.0,3,645,No,Electronics,566
C05666,30,Employed,67459.0,677.0,4,434,No,Fashion,125
C05667,56,Employed,64723.0,668.0,1,116,No,Electronics,453
C05668,45,Employed,,698.0,1,122,No,Fashion,63
C05669,39,Employed,46006.0,692.0,0,0,No,Fashion,99
C05670,23,Employed,69810.0,752.0,2,283,No,Electronics,434
C05671,40,Employed,60735.0,702.0,1,217,No,Electronics,403
C05672,34,Freelancer,51026.0,698.0,6,996,No,Fashion,34
C05673,34,Employed,63039.0,653.0,2,268,No,Home/Furniture,261
C05674,36,Employed,90413.0,655.0,3,801,No,Electronics,614
C05675,63,Employed,100829.0,664.0,5,1083,No,Fashion,126
C05676,25,Student,16640.0,658.0,2,280,No,Travel,846
C05677,28,Freelancer,41602.0,675.0,9,1954,No,Fashion,171
C05678,30,Employed,81567.0,689.0,2,281,No,Fashion,37
C05679,30,Employed,78554.0,715.0,3,586,No,Fashion,116
C05680,43,Unemployed,15522.0,737.0,2,229,No,Fashion,57
C05681,23,Employed,63769.0,636.0,0,0,Yes,Travel,839
C05682,40,Employed,68685.0,754.0,1,139,No,Fashion,81
C05683,49,Freelancer,82429.0,607.0,2,202,No,Electronics,413
C05684,22,Employed,65744.0,731.0,7,987,No,Fashion,125
C05685,23,Employed,55238.0,689.0,1,101,No,Electronics,402
C05686,23,Employed,49577.0,733.0,2,297,Yes,Home/Furniture,439
C05687,48,Employed,40852.0,713.0,6,622,No,Electronics,422
C05688,24,Student,13310.0,578.0,2,205,Yes,Electronics,425
C05689,52,Student,13460.0,665.0,4,925,No,Electronics,519
C05690,24,Freelancer,8234.0,586.0,2,237,No,Home/Furniture,401
C05691,46,Student,14665.0,393.0,2,404,Yes,Travel,871
C05692,55,Employed,68838.0,715.0,4,789,No,Fashion,120
C05693,31,Employed,76668.0,648.0,1,131,No,Home/Furniture,350
C05694,52,Student,21256.0,679.0,1,238,No,Fashion,156
C05695,20,Employed,65575.0,614.0,3,415,Yes,Electronics,560
C05696,19,Employed,48668.0,730.0,1,141,No,Travel,776
C05697,37,Student,13699.0,618.0,2,266,No,Home/Furniture,407
C05698,48,Student,11479.0,703.0,2,258,No,Electronics,421
C05699,30,Employed,87044.0,729.0,3,519,No,Electronics,593
C05700,44,Freelancer,96402.0,570.0,3,464,Yes,Fashion,111
C05701,59,Employed,87636.0,754.0,2,186,No,Home/Furniture,639
C05702,59,Employed,99047.0,701.0,1,140,No,Fashion,121
C05703,23,Employed,81395.0,669.0,2,413,No,Home/Furniture,414
C05704,20,Employed,103495.0,745.0,2,428,No,Fashion,96
C05705,38,Employed,77714.0,802.0,1,213,No,Travel,752
C05706,18,Student,15275.0,779.0,2,168,No,Fashion,88
C05707,22,Employed,38381.0,643.0,2,431,Yes,Home/Furniture,305
C05708,43,Employed,64018.0,673.0,2,180,Yes,Electronics,422
C05709,18,Unemployed,17367.0,548.0,0,0,No,Home/Furniture,262
C05710,38,Employed,99619.0,752.0,0,0,No,Fashion,137
C05711,24,Employed,36335.0,669.0,3,559,No,Fashion,108
C05712,31,Employed,67049.0,673.0,5,386,No,Fashion,97
C05713,53,Student,16185.0,,2,198,No,Electronics,383
C05714,34,Freelancer,39530.0,583.0,2,111,No,Fashion,94
C05715,48,Student,16072.0,557.0,1,175,Yes,Electronics,685
C05716,23,Freelancer,36932.0,537.0,1,155,Yes,Fashion,33
C05717,47,Student,15444.0,602.0,1,229,Yes,Home/Furniture,434
C05718,62,Employed,58847.0,739.0,1,180,No,Home/Furniture,357
C05719,22,Employed,50610.0,607.0,1,259,Yes,Electronics,248
C05720,64,Student,21391.0,556.0,4,524,No,Fashion,106
C05721,22,Employed,90411.0,725.0,2,380,No,Fashion,80
C05722,42,Unemployed,5000.0,505.0,2,253,Yes,Electronics,526
C05723,30,Employed,51528.0,703.0,2,370,No,Fashion,98
C05724,30,Employed,66225.0,679.0,1,210,No,Electronics,407
C05725,23,Employed,78710.0,791.0,1,136,No,Fashion,112
C05726,37,Employed,92892.0,726.0,2,379,Yes,Electronics,364
C05727,21,Employed,59098.0,720.0,2,459,No,Fashion,92
C05728,53,Employed,94288.0,688.0,2,363,No,Electronics,767
C05729,56,Employed,68175.0,682.0,1,150,Yes,Electronics,552
C05730,37,Student,23925.0,536.0,1,144,Yes,Fashion,127
C05731,53,Employed,98914.0,676.0,1,205,No,Travel,969
C05732,18,Employed,60542.0,641.0,1,148,No,Electronics,288
C05733,19,Student,19370.0,625.0,2,347,No,Electronics,745
C05734,21,Employed,77590.0,687.0,1,45,No,Fashion,149
C05735,50,Employed,60325.0,732.0,3,350,No,Fashion,73
C05736,58,Employed,44388.0,699.0,4,966,Yes,Fashion,154
C05737,22,Employed,72741.0,770.0,4,940,No,Travel,818
C05738,22,Freelancer,88237.0,649.0,2,372,No,Fashion,106
C05739,59,Employed,87928.0,685.0,0,0,No,Fashion,105
C05740,24,Employed,45426.0,668.0,1,105,No,Electronics,485
C05741,39,Employed,61756.0,699.0,2,445,No,Fashion,160
C05742,21,Student,16139.0,519.0,1,135,Yes,Fashion,106
C05743,45,Freelancer,12397.0,601.0,7,1370,No,Fashion,74
C05744,52,Employed,75597.0,699.0,5,592,No,Fashion,85
C05745,19,Employed,94633.0,639.0,3,382,No,Fashion,109
C05746,32,Employed,94321.0,755.0,10,1894,No,Fashion,144
C05747,60,Student,22764.0,612.0,2,267,No,Electronics,391
C05748,25,Employed,105409.0,715.0,2,281,Yes,Home/Furniture,389
C05749,23,Employed,73354.0,701.0,7,891,No,Fashion,120
C05750,20,Student,18913.0,639.0,3,557,Yes,Electronics,498
C05751,60,Student,17402.0,720.0,2,412,No,Fashion,99
C05752,19,Freelancer,91804.0,634.0,5,340,Yes,Home/Furniture,518
C05753,34,Employed,27074.0,654.0,6,852,No,Home/Furniture,550
C05754,26,Student,5000.0,582.0,1,168,Yes,Fashion,170
C05755,18,Employed,60138.0,683.0,3,515,No,Groceries/Essentials,31
C05756,47,Employed,100763.0,688.0,2,361,No,Electronics,684
C05757,24,Employed,69869.0,773.0,0,0,Yes,Electronics,405
C05758,39,Employed,62811.0,712.0,5,805,No,Electronics,687
C05759,36,Employed,82089.0,644.0,0,0,No,Electronics,308
C05760,50,Employed,105467.0,647.0,1,177,No,Fashion,81
C05761,64,Employed,48679.0,645.0,2,415,No,Electronics,264
C05762,22,Employed,46076.0,676.0,4,575,No,Travel,1082
C05763,41,Employed,73969.0,821.0,5,0,No,Electronics,907
C05764,36,Employed,61690.0,807.0,5,840,No,Fashion,66
C05765,29,Employed,57403.0,730.0,1,114,No,Electronics,535
C05766,33,Student,21290.0,700.0,2,379,No,Electronics,316
C05767,26,Employed,76507.0,,3,417,No,Electronics,359
C05768,38,Student,,635.0,1,188,No,Fashion,63
C05769,24,Employed,63867.0,727.0,1,139,Yes,Travel,1130
C05770,39,Employed,67617.0,811.0,1,148,No,Electronics,861
C05771,30,Freelancer,60830.0,673.0,2,230,No,Electronics,459
C05772,23,Employed,80077.0,707.0,4,470,No,Fashion,112
C05773,28,Employed,68589.0,729.0,2,245,No,Electronics,572
C05774,29,Employed,73997.0,720.0,1,204,Yes,Home/Furniture,619
C05775,38,Employed,50367.0,748.0,2,258,No,Fashion,58
C05776,23,Employed,81560.0,723.0,7,1203,No,Electronics,485
C05777,21,Employed,52321.0,572.0,2,355,No,Electronics,397
C05778,46,Employed,,658.0,1,160,No,Travel,802
C05779,35,Employed,73797.0,707.0,2,244,No,Electronics,329
C05780,41,Employed,90980.0,626.0,6,674,No,Travel,746
C05781,49,Employed,71633.0,698.0,1,129,No,Electronics,484
C05782,50,Student,17719.0,581.0,4,446,Yes,Fashion,77
C05783,23,Employed,67632.0,745.0,5,429,No,Electronics,267
C05784,20,Employed,75656.0,725.0,1,212,No,Fashion,127
C05785,29,Freelancer,38123.0,738.0,2,426,Yes,Electronics,547
C05786,33,Employed,63451.0,649.0,6,1137,Yes,Travel,450
C05787,34,Employed,88984.0,702.0,2,451,No,Electronics,641
C05788,61,Employed,48361.0,692.0,0,0,No,Home/Furniture,331
C05789,24,Freelancer,95903.0,732.0,10,2731,Yes,Electronics,272
C05790,43,Employed,79760.0,625.0,1,179,No,Fashion,151
C05791,20,Student,16497.0,544.0,2,356,Yes,Electronics,438
C05792,42,Student,16148.0,643.0,1,88,No,Electronics,372
C05793,38,Employed,42990.0,719.0,6,1204,No,Electronics,760
C05794,20,Employed,70680.0,704.0,6,886,No,Fashion,91
C05795,43,Freelancer,63090.0,616.0,2,285,No,Electronics,432
C05796,27,Employed,91624.0,715.0,6,1265,Yes,Travel,662
C05797,23,Employed,67109.0,627.0,2,180,No,Travel,645
C05798,20,Student,5000.0,659.0,2,211,No,Travel,1199
C05799,20,Employed,29056.0,688.0,3,405,No,Fashion,62
C05800,28,Unemployed,15767.0,604.0,3,422,Yes,Electronics,825
C05801,21,Employed,75083.0,728.0,3,320,No,Electronics,237
C05802,23,Employed,64993.0,692.0,1,150,No,Home/Furniture,321
C05803,24,Student,19072.0,455.0,4,759,Yes,Fashion,134
C05804,59,Employed,105636.0,646.0,4,719,No,Fashion,172
C05805,32,Freelancer,70329.0,661.0,3,498,No,Electronics,487
C05806,54,Employed,63633.0,673.0,1,169,No,Electronics,383
C05807,31,Employed,66077.0,734.0,3,329,Yes,Home/Furniture,415
C05808,52,Freelancer,73030.0,,1,83,Yes,Electronics,339
C05809,21,Employed,90699.0,733.0,0,0,No,Home/Furniture,305
C05810,48,Student,14442.0,640.0,5,215,Yes,Home/Furniture,393
C05811,32,Student,15177.0,561.0,10,1397,Yes,Fashion,34
C05812,22,Employed,74421.0,659.0,7,954,No,Fashion,84
C05813,60,Employed,96723.0,753.0,5,1050,No,Fashion,84
C05814,48,Employed,62355.0,785.0,0,0,Yes,Home/Furniture,364
C05815,22,Employed,90356.0,700.0,1,181,No,Fashion,95
C05816,32,Employed,77641.0,713.0,1,152,No,Fashion,143
C05817,36,Student,18785.0,554.0,1,52,Yes,Home/Furniture,457
C05818,35,Employed,104540.0,759.0,1,99,No,Fashion,53
C05819,30,Employed,67200.0,750.0,10,1822,No,Travel,759
C05820,23,Employed,76789.0,721.0,1,131,No,Fashion,185
C05821,25,Employed,60276.0,668.0,1,198,No,Fashion,39
C05822,23,Employed,,658.0,3,319,No,Fashion,91
C05823,38,Employed,58383.0,743.0,0,0,No,Travel,462
C05824,33,Employed,78887.0,682.0,1,152,No,Home/Furniture,420
C05825,27,Unemployed,16390.0,548.0,3,322,No,Travel,911
C05826,34,Freelancer,83353.0,540.0,6,898,Yes,Home/Furniture,400
C05827,24,Employed,96949.0,753.0,4,866,No,Home/Furniture,408
C05828,33,Student,5000.0,590.0,1,164,No,Home/Furniture,423
C05829,30,Employed,60599.0,754.0,0,0,No,Electronics,748
C05830,43,Student,13295.0,705.0,0,0,Yes,Travel,1254
C05831,35,Freelancer,31253.0,519.0,4,774,Yes,Electronics,420
C05832,19,Student,,483.0,7,718,No,Travel,750
C05833,20,Unemployed,5000.0,,7,1017,No,Electronics,288
C05834,21,Employed,70452.0,786.0,1,265,No,Fashion,158
C05835,20,Employed,70773.0,682.0,4,535,Yes,Travel,811
C05836,21,Employed,76250.0,596.0,1,169,No,Fashion,117
C05837,26,Employed,54540.0,644.0,3,295,Yes,Home/Furniture,455
C05838,63,Employed,58940.0,674.0,0,0,No,Electronics,555
C05839,20,Employed,36486.0,708.0,5,911,Yes,Travel,1034
C05840,59,Unemployed,19139.0,668.0,5,917,No,Groceries/Essentials,52
C05841,59,Freelancer,65014.0,734.0,10,1729,No,Fashion,129
C05842,52,Employed,47010.0,763.0,0,0,No,Fashion,47
C05843,43,Freelancer,34181.0,601.0,4,566,Yes,Fashion,113
C05844,49,Employed,57088.0,698.0,3,373,Yes,Fashion,102
C05845,47,Student,15342.0,540.0,1,180,Yes,Fashion,127
C05846,34,Employed,,580.0,3,446,Yes,Fashion,44
C05847,52,Employed,,685.0,2,328,No,Home/Furniture,446
C05848,34,Employed,91426.0,,3,520,No,Electronics,635
C05849,58,Employed,83905.0,672.0,9,990,No,Home/Furniture,536
C05850,23,Employed,98332.0,729.0,3,560,No,Groceries/Essentials,73
C05851,44,Employed,63599.0,705.0,7,730,No,Electronics,499
C05852,62,Employed,79215.0,661.0,2,211,No,Fashion,135
C05853,22,Student,14334.0,600.0,4,452,No,Home/Furniture,593
C05854,21,Freelancer,53972.0,625.0,2,308,No,Home/Furniture,475
C05855,23,Employed,111787.0,636.0,2,325,Yes,Electronics,426
